순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
2431,251685,1450000,산업통상자원부,14457,분산에너지 활성화 특별법,20230613,제19437호,20240614,A0002,법률,31020000,第2章 에너지利用
2908,251733,1480000,환경부,167,소음ㆍ진동관리법,20230613,제19468호,20240614,A0002,법률,39020000,第2章 環境保全
3155,251721,1352000,보건복지부,13103,아동수당법,20230613,제19455호,20230914,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
3259,251693,1450000,산업통상자원부,10164,에너지법,20230613,제19438호,20231214,A0002,법률,31020000,第2章 에너지利用
3402,251695,1450000,산업통상자원부,660,외국인투자 촉진법,20230613,제19438호,20231214,A0002,법률,19090200,第2節 外資導入·管理
3891,251569,1270000,법무부,1999,재외동포의 출입국과 법적 지위에 관한 법률,20230613,제19434호,20231214,A0002,법률,44040000,第4章 在外國民
4493,251703,1450000,산업통상자원부,1866,집단에너지사업법,20230613,제19440호,20231214,A0002,법률,31020000,第2章 에너지利用
4628,251683,1270000,법무부,1707,출입국관리법,20230613,제19435호,20231214,A0002,법률,7040000,第4章 國籍·出入國
4666,251701,1450000,산업통상자원부,12573,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률,20230613,제19438호,20231214,A0002,법률,28050000,第5章 工 業
4775,251565,1250000 1613000,"국토교통부,통일부",14456,평화경제특별구역의 지정 및 운영에 관한 법률,20230613,제19432호,20231214,A0002,법률,1020100,第1節 國土·統一
5324,251761,1352000,보건복지부,12492,호스피스ㆍ완화의료 및 임종과정에 있는 환자의 연명의료결정에 관한 법률,20230613,제19466호,20240614,A0002,법률,36030000,第3章 醫事·血液管理
3789,251833,1480000,환경부,10642,잔류성오염물질 관리법 시행규칙,20230612,제1040호,20230612,A0074,환경부령,39020000,第2章 環境保全
144,251519,1613000,국토교통부,1829,개발이익 환수에 관한 법률,20230609,제19430호,20230710,A0002,법률,35030000,第3章 土地·測量
154,251523,1250000,통일부,10451,개성공업지구 지원에 관한 법률,20230609,제19430호,20230710,A0002,법률,1020100,第1節 國土·統一
1085,251579,1721000,과학기술정보통신부,11329,국제과학비즈니스벨트 조성 및 지원에 관한 특별법,20230609,제19430호,20230710,A0002,법률,18020000,第2章 科學技術振興
1141,251581,1613000,국토교통부,9293,국토기본법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
1143,251583,1613000,국토교통부,13786,국토안전관리원법,20230609,제19430호,20230710,A0002,법률,35040100,第1節 建設業
1579,251597,1543000,농림축산식품부,448,농어촌구조개선 특별회계법,20230609,제19430호,20230710,A0002,법률,24050100,第1節 通 則
1631,251599,1543000,농림축산식품부,14414,농촌공간 재구조화 및 재생지원에 관한 법률,20230609,제19430호,20240329,A0002,법률,24050100,第1節 通 則
1866,251607,1613000,국토교통부,10723,도청이전을 위한 도시건설 및 지원에 관한 특별법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
1906,251609,1613000,국토교통부,10608,동ㆍ서ㆍ남해안 및 내륙권 발전 특별법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
2931,251623,1613000,국토교통부,266,수도권정비계획법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
3660,251635,1342000,교육부,9349,인적자원개발 기본법,20230609,제19430호,20230710,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
3972,251637,1741000,행정안전부,14391,전북특별자치도 설치 등에 관한 특별법,20230609,제19430호,20240118,A0002,법률,10020100,第1節 通 則
4358,251649,1741000,행정안전부,9996,지방자치단체 기금관리기본법,20230609,제19430호,20230710,A0002,법률,10040100,第1節 地方財政
4435,251655,1450000,산업통상자원부,14138,지역 산업위기 대응 및 지역경제 회복을 위한 특별법,20230609,제19430호,20230710,A0002,법률,10020100,第1節 通 則
4988,251787,1613000,국토교통부,10999,한국토지주택공사법,20230609,제19430호,20230710,A0002,법률,34020000,第2章 住 宅
1320,251789,1492000,고용노동부,6866,근로자참여 및 협력증진에 관한 법률 시행규칙,20230608,제381호,20230608,A0097,고용노동부령,40020000,第2章 勞 政
139,251413,1741000,행정안전부,14291,강원특별자치도 설치 및 미래산업글로벌도시 조성을 위한 특별법,20230607,제19427호,20240608,A0002,법률,10020100,第1節 通 則
2696,251435,1079960,원자력안전위원회,11662,생활주변방사선 안전관리법 시행령,20230607,제33524호,20230611,A0007,대통령령,18030000,第3章 原子力
2697,251537,1079960,원자력안전위원회,11882,생활주변방사선 안전관리법 시행규칙,20230607,제1884호,20230611,A0009,총리령,18030000,第3章 原子力
2985,251365,1532000,해양경찰청,14451,수상레저기구의 등록 및 검사에 관한 법률 시행령,20230607,제33517호,20230611,A0007,대통령령,42060000,第6章 海上保安
3085,251355,1543000,농림축산식품부,10793,식품산업진흥법 시행령,20230607,제33509호,20230628,A0007,대통령령,24050600,第6節 農産物·農業資材檢査
3143,251403,1352000,보건복지부,12879,심뇌혈관질환의 예방 및 관리에 관한 법률 시행령,20230607,제33513호,20230611,A0007,대통령령,36020300,第3節 豫防保健
3539,251391,1290000,국방부,3285,육군3사관학교 설치법 시행령,20230607,제33502호,20230614,A0007,대통령령,13010000,第1章 行政組織·通則
3618,251461,1741000,행정안전부,1097,이북5도 등에 관한 특별조치법,20230607,제19427호,20230611,A0002,법률,10020100,第1節 通 則
3723,251373,1192000 1270000 1532000 1613000,"국토교통부,법무부,해양경찰청,해양수산부",11047,자동차 등 특정동산 저당법 시행령,20230607,제33517호,20230611,A0007,대통령령,8010000,第1章 民 法
3788,251405,1480000,환경부,10614,잔류성오염물질 관리법 시행령,20230607,제33514호,20230611,A0007,대통령령,39020000,第2章 環境保全
5079,251363,1192000,해양수산부,13631,항만지역등 대기질 개선에 관한 특별법 시행령,20230607,제33516호,20230628,A0007,대통령령,39020000,第2章 環境保全
5302,251385,1051000,기획재정부,11709,협동조합 기본법 시행령,20230607,제33498호,20230607,A0007,대통령령,19090100,第1節 物價·公正去來·消費者保護
51,251487,1830000,국가보훈부,11890,6ㆍ25전쟁 정전60주년 기념 호국영웅기장 수여규칙,20230605,제1호,20230605,A0111,국가보훈부령,15020000,第2章 國家報勳
801,251491,1830000,국가보훈부,6598,국가보훈부 소관 비영리법인의 설립 및 감독에 관한 규칙,20230605,제1호,20230605,A0111,국가보훈부령,15010000,第1章 行政組織·通則
816,251493,1830000,국가보훈부,6601,국가유공자 등 단체 설립에 관한 법률 시행규칙,20230605,제1호,20230605,A0111,국가보훈부령,15020000,第2章 國家報勳
820,251451,1830000,국가보훈부,13486,국가유공자 등의 명패 관리에 관한 규칙,20230605,제9호,20230605,A0111,국가보훈부령,15020000,第2章 國家報勳
2359,251501,1830000,국가보훈부,14060,보훈 관련 단체의 재무ㆍ회계에 관한 규칙,20230605,제1호,20230605,A0111,국가보훈부령,15020000,第2章 國家報勳
5295,251503,1830000,국가보훈부,9304,현충시설의 지정ㆍ관리 등에 관한 규정 시행규칙,20230605,제1호,20230605,A0111,국가보훈부령,15020000,第2章 國家報勳
3309,251441,1051000 1450000,"기획재정부,산업통상자원부",12830,연구개발세액공제기술심의위원회의 구성 및 운영에 관한 규칙,20230601,제996호,20230601,A0035,기획재정부령,28010000,第1章 行政組織·通則
2509,251375,1342000,교육부,7333,사학기관 재무ㆍ회계 규칙에 대한 특례규칙,20230531,제303호,20230601,A0030,교육부령,16020700,第7節 敎育財政
1527,251271,1160100,금융위원회,3182,농림수산업자 신용보증법 시행령,20230530,제33495호,20230530,A0007,대통령령,23090000,第9章 金融支援등
2057,251211,1480000,환경부,13447,미세먼지 저감 및 관리에 관한 특별법 시행령,20230530,제33491호,20230611,A0007,대통령령,39020000,第2章 環境保全
3728,251213,1613000,국토교통부,10952,자동차종합검사의 시행 등에 관한 규칙,20230525,제1217호,20231126,A0103,국토교통부령,41060200,第2節 自動車管理
239,251179,1270000,법무부,2125,검사정원법 시행령,20230523,제33477호,20230523,A0007,대통령령,7010200,第2節 檢察廳
1883,251155,1371000,문화체육관광부,10418,독서문화진흥법 시행령,20230523,제33478호,20230523,A0007,대통령령,17020000,第2章 文化·藝術
2909,251231,1480000,환경부,3986,소음ㆍ진동관리법 시행령,20230523,제33480호,20230701,A0007,대통령령,39020000,第2章 環境保全
5360,251223,1480000,환경부,10860,환경교육의 활성화 및 지원에 관한 법률 시행령,20230523,제33479호,20230611,A0007,대통령령,39020000,第2章 環境保全
2471,251199,1613000,국토교통부,7312,사도법 시행규칙,20230519,제1215호,20230519,A0103,국토교통부령,34040300,第3節 私 道
1251,251149,9740000,대법원,14447,군위군의 대구광역시 편입에 따른 법원 관할구역 변경에 관한 규칙,20230517,제3098호,20230701,A0022,대법원규칙,6010000,第1章 組 織
2488,251131,9740000,대법원,5874,사문서의 일자확정 청구 수수료 규칙,20230517,제3099호,20230616,A0022,대법원규칙,8030400,第4節 訴訟費用
5241,251189,9750000,헌법재판소,6078,헌법재판소 공무원 명예퇴직수당 등 지급 규칙,20230517,제457호,20230517,A0024,헌법재판소규칙,1030000,第3章 憲法裁判所
411,251019,1741000,행정안전부,1357,공공기관의 정보공개에 관한 법률,20230516,제19408호,20231117,A0002,법률,4020000,第2章 行政作用一般
420,251023,1741000,행정안전부,11895,공공데이터의 제공 및 이용 활성화에 관한 법률,20230516,제19408호,20231117,A0002,법률,4020000,第2章 行政作用一般
901,250965,1342000,교육부,11316,국립대학법인 서울대학교 설립ㆍ운영에 관한 법률,20230516,제19409호,20240517,A0002,법률,16020300,第3節 學校의設置·施設
904,250967,1342000,교육부,11524,국립대학법인 인천대학교 설립ㆍ운영에 관한 법률,20230516,제19409호,20240517,A0002,법률,16020300,第3節 學校의設置·施設
1128,251115,1371000,문화체육관광부,80,국제회의산업 육성에 관한 법률,20230516,제19411호,20230516,A0002,법률,41050000,第5章 觀 光
1395,251035,1160100,금융위원회,3121,기업구조조정투자회사법 시행령,20230516,제33474호,20230516,A0007,대통령령,23050000,第5章 信託業
1788,251025,1741000,행정안전부,13792,데이터기반행정 활성화에 관한 법률,20230516,제19408호,20231117,A0002,법률,4020000,第2章 行政作用一般
1992,251059,1371000,문화체육관광부,11953,문화기본법,20230516,제19409호,20240517,A0002,법률,17010000,第1章 行政組織·通則
2007,251065,1371000,문화체육관광부,12001,문화예술후원 활성화에 관한 법률,20230516,제19409호,20240517,A0002,법률,17020000,第2章 文化·藝術
2072,251069,1270000,법무부,1706,민법,20230516,제19409호,20240517,A0002,법률,8010000,第1章 民 法
2798,251043,1192000,해양수산부,3925,선주상호보험조합법 시행령,20230516,제33474호,20230516,A0007,대통령령,42030000,第3章 船 舶
2885,251127,1661000,소방청,13227,소방장비관리법 시행규칙,20230516,제403호,20230516,A0107,행정안전부령,12020300,第3節 消 防
3295,250989,1192000,해양수산부,10704,여수세계박람회 기념 및 사후활용에 관한 특별법,20230516,제19415호,20230516,A0002,법률,42080000,제8장 해양공간ㆍ연안관리
4040,251079,1741000,행정안전부,2038,접경지역 지원 특별법,20230516,제19409호,20240517,A0002,법률,10060000,第6章 地域開發
4281,251027,1450000,산업통상자원부,10728,지능형 로봇 개발 및 보급 촉진법,20230516,제19412호,20231117,A0002,법률,28050000,第5章 工 業
4956,251083,1051000,기획재정부,1550,한국은행법,20230516,제19409호,20240517,A0002,법률,23040000,第4章 金融機關·金融業
4976,251085,1051000,기획재정부,1551,한국조폐공사법,20230516,제19409호,20240517,A0002,법률,23020000,第2章 通貨·國債
5054,250995,1192000,해양수산부,49,항로표지법,20230516,제19415호,20230516,A0002,법률,42060000,第6章 海上保安
5151,251005,1192000,해양수산부,10512,해양심층수의 개발 및 관리에 관한 법률,20230516,제19415호,20230516,A0002,법률,35020300,第3節 公有水面
5198,250953,1741000,행정안전부,10893,행정기관 소속 위원회의 설치ㆍ운영에 관한 법률,20230516,제19407호,20231117,A0002,법률,4010100,第1節 通 則
225,250723,1613000,국토교통부,12078,건축서비스산업 진흥법 시행령,20230515,제33466호,20230516,A0007,대통령령,35040000,第4章 建設業·建設機械管理
2801,250743,1741000,행정안전부,3407,섬 발전 촉진법 시행령,20230515,제33462호,20230516,A0007,대통령령,10060000,第6章 地域開發
3108,250737,1450000,산업통상자원부,3325,신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법 시행령,20230515,제33466호,20230516,A0007,대통령령,31020000,第2章 에너지利用
135,250715,1613000,국토교통부,12481,감정평가 및 감정평가사에 관한 법률,20230509,제19403호,20230810,A0002,법률,35030000,第3章 土地·測量
1566,250663,1192000 1543000,"농림축산식품부,해양수산부",13471,농어업ㆍ농어촌특별위원회 설치 및 운영에 관한 법률 시행령,20230509,제33453호,20230509,A0007,대통령령,24010100,第1節 農林畜産食品部
2894,250713,1130000,공정거래위원회,3980,소비자생활협동조합법 시행령,20230509,제33460호,20230509,A0007,대통령령,19090100,第1節 物價·公正去來·消費者保護
3783,250699,1320000,경찰청,13939,자치경찰사무와 시ㆍ도자치경찰위원회의 조직 및 운영 등에 관한 규정,20230509,제33451호,20231110,A0007,대통령령,11010000,第1章 行政組織·通則
3889,250669,1832000,재외동포청,14437,재외동포기본법,20230509,제19402호,20231110,A0002,법률,44040000,第4章 在外國民
4432,250697,1741000,행정안전부,13807,지역사랑상품권 이용 활성화에 관한 법률 시행령,20230509,제33450호,20230516,A0007,대통령령,10060000,第6章 地域開發
5297,250701,1352000,보건복지부,5646,혈액관리법 시행령,20230509,제33454호,20230622,A0007,대통령령,36030000,第3章 醫事·血液管理
4198,250717,1051000,기획재정부,14440,중국 및 인도산 폴리에틸렌 테레프탈레이트(PET) 필름에 대한 덤핑방지관세 부과에 관한 규칙,20230508,제992호,20230508,A0035,기획재정부령,21020000,第2章 關 稅
509,250645,1270000 1832000,"법무부,재외동포청",14073,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,20230504,제113호,20230605,A0099,외교부령,44010000,第1章 行政組織·通則
639,250657,1760000,인사혁신처,2404,관공서의 공휴일에 관한 규정,20230504,제33448호,20230504,A0007,대통령령,5040000,第4章 服務·能率·敎育訓練
3773,250679,1320000,경찰청,14438,자율방범대 설치 및 운영에 관한 법률 시행규칙,20230504,제401호,20230427,A0107,행정안전부령,11010000,第1章 行政組織·通則
3880,250649,1270000 1832000,"법무부,재외동포청",8008,재외국민등록법 시행규칙,20230504,제113호,20230605,A0099,외교부령,44040000,第4章 在外國民
2062,250583,1400000,산림청,11582,민간인 통제선 이북지역의 산지관리에 관한 특별법 시행령,20230502,제33443호,20230502,A0007,대통령령,26020000,第2章 山 林
3296,250557,1192000,해양수산부,10777,여수세계박람회 기념 및 사후활용에 관한 특별법 시행령,20230502,제33445호,20230516,A0007,대통령령,42080000,제8장 해양공간ㆍ연안관리
2451,250631,1741000,행정안전부,12351,비영리민간단체 지원법 시행규칙,20230501,제399호,20230501,A0107,행정안전부령,10020200,第2節 地方行政一般
91,250601,1543000,농림축산식품부,10884,가축 및 축산물 이력관리에 관한 법률 시행규칙,20230427,제584호,20230427,A0101,농림축산식품부령,25020000,第2章 畜産振興
2231,250623,9740000,대법원,5811,법원공무원 여비 규칙,20230427,제3097호,20230427,A0022,대법원규칙,6020200,第2節 人事·服務
3863,250589,1290000,국방부,11157,재산형 등에 관한 군검찰 집행사무규칙,20230427,제1116호,20230427,A0033,국방부령,13080000,第8章 軍法·軍事法院
683,250377,1290000,국방부,14429,광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법,20230425,제19397호,20230826,A0002,법률,13050000,第5章 軍事保安·軍事施設
1383,250211,1421000,중소벤처기업부,4100,기술보증기금법 시행령,20230425,제33432호,20230425,A0007,대통령령,23090000,第9章 金融支援등
1673,250243,1290000 1613000,"국방부,국토교통부",14430,대구경북통합신공항 건설을 위한 특별법,20230425,제19398호,20230826,A0002,법률,41080000,第8章 航 空
1829,250251,1613000,국토교통부,7100,도시교통정비 촉진법 시행규칙,20230425,제1206호,20230425,A0103,국토교통부령,41020000,第2章 交通安全·交通整備
2450,250233,1741000,행정안전부,3710,비영리민간단체 지원법 시행령,20230425,제33426호,20230427,A0007,대통령령,10020200,第2節 地方行政一般
2455,250509,1721000,과학기술정보통신부,10158,비파괴검사기술의 진흥 및 관리에 관한 법률 시행규칙,20230425,제110호,20230425,A0106,과학기술정보통신부령,18020000,第2章 科學技術振興
2549,250511,1400000,산림청,11664,산림교육의 활성화에 관한 법률 시행규칙,20230425,제583호,20230425,A0101,농림축산식품부령,26020000,第2章 山 林
2960,250421,1192000,해양수산부,14024,수산식품산업의 육성 및 지원에 관한 법률 시행령,20230425,제33434호,20230425,A0007,대통령령,27020000,第2章 水産振興
3352,250529,1371000,문화체육관광부,10315,영화 및 비디오물의 진흥에 관한 법률 시행규칙,20230425,제510호,20230425,A0046,문화체육관광부령,17020000,第2章 文化·藝術
3772,250235,1320000,경찰청,14431,자율방범대 설치 및 운영에 관한 법률 시행령,20230425,제33427호,20230427,A0007,대통령령,11010000,第1章 行政組織·通則
4285,250475,1450000,산업통상자원부,11497,지능형전력망의 구축 및 이용촉진에 관한 법률 시행령,20230425,제33434호,20230425,A0007,대통령령,32020000,第2章 電 氣
4822,250483,1342000,교육부,5377,학교급식법 시행령,20230425,제33434호,20230425,A0007,대통령령,16030000,第3章 學校保健
5056,250521,1192000,해양수산부,8648,항로표지법 시행규칙,20230425,제602호,20230425,A0071,해양수산부령,42060000,第6章 海上保安
5108,250497,1532000,해양경찰청,14265,해양경찰장비 도입 및 관리에 관한 법률 시행령,20230425,제33434호,20230425,A0007,대통령령,42010000,第1章 行政組織·通則
146,250247,1613000,국토교통부,6145,개발이익 환수에 관한 법률 시행규칙,20230424,제1205호,20230424,A0103,국토교통부령,35030000,第3章 土地·測量
1570,250503,1192000 1543000,"농림축산식품부,해양수산부",11333,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 시행규칙,20230421,제582호,20230421,A0101,농림축산식품부령,24050100,第1節 通 則
2877,250223,1661000,소방청,9730,소방시설 설치 및 관리에 관한 법률 시행규칙,20230419,제397호,20230419,A0107,행정안전부령,12020300,第3節 消 防
67,249997,1270000,법무부,1206,가사소송법,20230418,제19354호,20231019,A0002,법률,8030200,第2節 家事訴訟·非訟事件
188,250011,1613000,국토교통부,239,건설기계관리법,20230418,제19365호,20231019,A0002,법률,35040200,第2節 建設機械管理
206,250029,1613000,국토교통부,13478,건축물관리법,20230418,제19367호,20230719,A0002,법률,34030000,第3章 建 築
540,250059,1613000,국토교통부,1654,공인중개사법,20230418,제19371호,20231019,A0002,법률,10020200,第2節 地方行政一般
760,249927,1320000,경찰청,2210,국가경찰위원회 규정,20230418,제33415호,20230418,A0007,대통령령,11010000,第1章 行政組織·通則
875,249921,1290000,국방부,13162,국군방첩사령부령,20230418,제33409호,20230418,A0007,대통령령,13010000,第1章 行政組織·通則
886,249953,1290000,국방부,10368,국군포로의 송환 및 대우 등에 관한 법률 시행령,20230418,제33408호,20230418,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
1963,250063,1613000,국토교통부,14426,모빌리티 혁신 및 활성화 지원에 관한 법률,20230418,제19381호,20241019,A0002,법률,41070000,第7章 物 流
2078,249993,1270000,법무부,11173,민사소송 등에서의 전자문서 이용 등에 관한 법률,20230418,제19352호,20231019,A0002,법률,8030100,第1節 民事訴訟·行政訴訟
2080,250019,1270000,법무부,1195,민사소송 등 인지법,20230418,제19353호,20231019,A0002,법률,8030400,第4節 訴訟費用
2081,249995,1270000,법무부,1700,민사소송법,20230418,제19354호,20231019,A0002,법률,8030100,第1節 民事訴訟·行政訴訟
2380,250219,1613000,국토교통부,10446,부동산개발업의 관리 및 육성에 관한 법률,20230418,제19383호,20231019,A0002,법률,35030000,第3章 土地·測量
2608,250111,1613000,국토교통부,1839,산업입지 및 개발에 관한 법률,20230418,제19386호,20231019,A0002,법률,33020200,第2節 産業立地 및 開發
2636,249971,1721000,과학기술정보통신부,12419,삼차원프린팅산업 진흥법,20230418,제19348호,20230418,A0002,법률,43030000,第3章 情報通信
3373,250197,1450000,산업통상자원부,7753,오존층 보호 등을 위한 특정물질의 관리에 관한 법률 시행규칙,20230418,제506호,20230419,A0102,산업통상자원부령,28050000,第5章 工 業
3813,250085,1613000,국토교통부,11556,장애인ㆍ고령자 등 주거약자 지원에 관한 법률,20230418,제19389호,20231019,A0002,법률,34020000,第2章 住 宅
3828,249951,1342000,교육부,10753,장애인 등에 대한 특수교육법 시행령,20230418,제33406호,20230419,A0007,대통령령,16020800,第8節 敎育振興
4140,249983,1051000,기획재정부,9873,종합부동산세법,20230418,제19342호,20230418,A0002,법률,20050000,第5章 直接稅
4143,250087,1613000,국토교통부,11995,주거급여법,20230418,제19390호,20231019,A0002,법률,34020000,第2章 住 宅
4187,249999,1270000 1613000,"국토교통부,법무부",1248,주택임대차보호법,20230418,제19356호,20230719,A0002,법률,8010000,第1章 民 法
4319,249985,1342000,교육부,898,지방교육자치에 관한 법률,20230418,제19343호,20231019,A0002,법률,16020100,第1節 通 則
4472,249987,1342000 1492000,"고용노동부,교육부",864,직업교육훈련 촉진법,20230418,제19344호,20231019,A0002,법률,16020800,第8節 敎育振興
4537,250089,1613000,국토교통부,9846,철도사업법,20230418,제19391호,20231019,A0002,법률,41030100,第1節 鐵道運送
4857,249991,1342000,교육부,850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,20230418,제19347호,20231019,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
200,250155,1480000,환경부,9880,건설폐기물의 재활용촉진에 관한 법률 시행규칙,20230417,제1032호,20230417,A0074,환경부령,39030000,第3章 廢棄物管理
1782,250159,1480000,환경부,7074,댐건설ㆍ관리 및 주변지역지원 등에 관한 법률 시행규칙,20230417,제1032호,20230417,A0074,환경부령,35020200,第2節 水資源開發
2213,250191,1270000,법무부,7215,법률구조법 시행규칙,20230417,제1049호,20230417,A0048,법무부령,7050000,第5章 法律救助·犯罪被害者救助
3740,250167,1480000,환경부,7949,자연공원법 시행규칙,20230417,제1032호,20230417,A0074,환경부령,33020300,第3節 自然公園
3948,250173,1480000,환경부,10622,전기ㆍ전자제품 및 자동차의 자원순환에 관한 법률 시행규칙,20230417,제1032호,20230417,A0074,환경부령,39030000,第3章 廢棄物管理
3974,249949,1741000,행정안전부,14425,전북특별자치도 지원위원회 등의 설치ㆍ운영에 관한 규정,20230417,제33404호,20230418,A0007,대통령령,10020100,第1節 通 則
4684,250179,1480000,환경부,8508,토양환경보전법 시행규칙,20230417,제1032호,20230417,A0074,환경부령,39020000,第2章 環境保全
940,249913,1342000,교육부,6605,국립학교의 각종 증명 발급 등에 관한 규칙,20230412,제301호,20230412,A0030,교육부령,16020700,第7節 敎育財政
2577,249911,1342000,교육부,7354,산업교육진흥 및 산학연협력촉진에 관한 법률 시행규칙,20230412,제300호,20230412,A0030,교육부령,16020800,第8節 敎育振興
41,249767,1075000,5.18민주화운동진상규명조사위원회,13166,5ㆍ18민주화운동 진상규명을 위한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
50,249611,1290000,국방부,14166,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
79,249831,1383000,여성가족부,182,가정폭력방지 및 피해자보호 등에 관한 법률,20230411,제19339호,20230411,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
324,249699,1320000,경찰청,12424,경찰제복 및 경찰장비의 규제에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,11020000,第2章 警察職務
427,249735,1352000,보건복지부,2256,공공보건의료에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,36010000,第1章 行政組織·通則
767,249871,1760000,인사혁신처,1719,국가공무원법,20230411,제19341호,20231012,A0002,법률,5010000,第1章 通 則
795,249605,1270000,법무부,2656,국가보안유공자 상금지급 등에 관한 규정,20230411,제33382호,20230605,A0007,대통령령,9010000,第1章 刑 法
955,249675,1741000,행정안전부,2812,국무회의 규정,20230411,제33382호,20230605,A0007,대통령령,4010100,第1節 通 則
1123,249601,1262000,외교부,13888,국제협력요원 제도 폐지에 따른 순직 심사 등에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,44060000,第6章 國際協力
1131,249855,1051000,기획재정부,565,국채법,20230411,제19327호,20230512,A0002,법률,23020000,第2章 通貨·國債
1712,249679,1741000,행정안전부,11188,대일항쟁기 강제동원 피해조사 및 국외강제동원 희생자 등 지원에 관한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,8010000,第1章 民 法
1731,249763,1021100,대통령경호처,3329,대통령 등의 경호에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,4010200,第2節 大統領所屬機關
1872,249715,1830000,국가보훈부,10056,독도의용수비대 지원법 시행령,20230411,제33382호,20230605,A0007,대통령령,15020000,第2章 國家報勳
1910,249701,1320000,경찰청,11680,동의대 사건 희생자의 명예회복 및 보상에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,11030400,第4節 賞勳·懲戒
1912,249729,1371000,문화체육관광부,9735,동학농민혁명 참여자 등의 명예회복에 관한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,17030000,第3章 文化財
2357,249869,1352000,보건복지부,188,보호시설에 있는 미성년자의 후견 직무에 관한 법률,20230411,제19340호,20231012,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
2640,249661,1290000,국방부,9748,삼청교육피해자의 명예회복 및 보상에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
2668,249817,1741000,행정안전부,1645,새마을금고법,20230411,제19329호,20231012,A0002,법률,10060000,第6章 地域開發
3172,249827,1383000,여성가족부,11537,아이돌봄 지원법,20230411,제19338호,20231012,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
3595,249703,1320000,경찰청,4766,의무경찰대 설치 및 운영에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,11010000,第1章 行政組織·通則
3601,249747,1352000,보건복지부,4490,의사상자 등 예우 및 지원에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,38040000,第4章 災害救護
3688,249771,1560010,친일반민족행위진상규명위원회,9841,일제강점하반민족행위 진상규명에 관한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,8010000,第1章 民 法
3690,249753,1383000,여성가족부,4545,일제하 일본군위안부 피해자에 대한 보호ㆍ지원 및 기념사업 등에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,38030000,第3章 生活保護
3941,249653,1450000,산업통상자원부,14047,전기안전관리법 시행령,20230411,제33401호,20230419,A0007,대통령령,32020000,第2章 電 氣
4097,249665,1290000,국방부,13153,제2연평해전 전사자 보상에 관한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
4363,249861,1741000,행정안전부,13988,지방자치단체 보조금 관리에 관한 법률,20230411,제19333호,20231012,A0002,법률,10040100,第1節 地方財政
4473,249599,1342000 1492000,"고용노동부,교육부",5145,직업교육훈련 촉진법 시행령,20230411,제33382호,20230605,A0007,대통령령,16020800,第8節 敎育振興
4483,249773,1680000,진실화해를위한과거사정리위원회,10082,진실ㆍ화해를 위한 과거사정리 기본법 시행령,20230411,제33382호,20230605,A0007,대통령령,8010000,第1章 民 法
4655,249607,1270000,법무부,10230,친일반민족행위자 재산의 국가귀속에 관한 특별법 시행령,20230411,제33382호,20230605,A0007,대통령령,8010000,第1章 民 法
4725,249667,1290000,국방부,9823,특수임무수행자 보상에 관한 법률 시행령,20230411,제33382호,20230605,A0007,대통령령,13030000,第3章 賞勳·禮式·補償
